latitude,longitude,temperature_celsius,wind_mph,wind_kph,pressure_mb,humidity,cloud,feels_like_celsius
5.8333,-55.1667,22.2,7.2,11.5,1011.0,94,25,24.6
59.3333,18.05,1.3,4.5,7.2,1022.0,93,75,-1.0
46.9167,7.4667,2.3,2.2,3.6,1022.0,100,25,1.7
33.5,36.3,12.0,5.4,8.6,1018.0,29,4,11.2
38.56,68.7739,8.3,3.8,6.1,1018.0,66,100,7.5
-6.1833,35.75,30.4,2.2,3.6,1018.0,46,25,30.0
13.75,100.5167,34.2,11.4,18.4,1009.0,53,25,36.7
-8.5586,125.5736,26.0,2.2,3.6,1010.0,81,86,28.6
21.1333,104.7,32.9,2.2,3.6,1008.0,30,7,32.3
-21.1333,-175.2,26.3,10.1,16.2,1014.0,94,75,29.4
10.65,-61.5167,24.2,5.8,9.4,1012.0,89,25,26.6
36.8028,10.1797,15.1,3.8,6.1,1020.0,77,25,15.1
39.9272,32.8644,7.4,2.2,3.6,1020.0,66,75,7.4
37.95,58.3833,8.3,11.0,17.6,1020.0,46,50,5.5
-8.5167,179.2167,29.3,14.8,23.8,1011.0,75,25,33.6
0.3156,32.5656,30.1,12.1,19.4,1018.0,55,25,28.6
50.4333,30.5167,2.6,8.7,14.0,1026.0,67,100,-1.0
24.4667,54.3667,22.0,19.7,31.7,1017.0,50,0,24.6
51.5171,-0.1062,4.1,3.1,5.0,1029.0,93,0,3.1
48.0792,-123.0439,7.4,3.4,5.4,1023.0,100,100,6.7
-34.8581,-56.1708,24.2,8.5,13.7,1011.0,100,0,26.5
41.3167,69.25,5.0,5.4,8.6,1021.0,52,0,3.0
-17.7333,168.3167,26.3,6.0,9.7,1010.0,94,50,29.0
10.5,-66.9167,24.0,2.9,4.7,1012.0,78,0,26.4
21.0333,105.85,23.1,11.0,17.6,1013.0,73,100,25.0
15.3547,44.2067,23.4,6.5,10.4,1014.0,22,0,23.1
-15.4167,28.2833,19.1,4.9,7.9,1014.0,95,77,19.1
-17.8178,31.0447,23.8,4.9,7.9,1012.0,62,73,25.4
34.5167,69.1833,5.2,3.1,5.0,1019.0,35,3,4.3
41.3275,19.8189,15.3,3.8,6.1,1023.0,55,25,15.3
36.7631,3.0506,17.3,4.7,7.6,1012.0,72,75,17.3
42.5,1.5167,1.4,3.6,5.8,1018.0,75,85,-0.3
-8.8383,13.2344,29.0,5.8,9.4,1010.0,66,75,32.4
17.1167,-61.85,25.1,20.8,33.5,1014.0,74,25,26.8
-34.5875,-58.6725,23.3,5.1,8.3,1006.0,89,100,25.9
40.1811,44.5136,3.2,2.9,4.7,1019.0,32,25,2.2
-35.2833,149.2167,25.4,2.7,4.3,1014.0,36,0,25.3
48.2,16.3667,7.1,7.8,12.6,1028.0,61,25,4.7
40.3953,49.8822,1.3,28.4,45.7,1028.0,80,75,-6.1
25.0833,-77.35,18.2,5.6,9.0,1015.0,94,50,18.2
26.2361,50.5831,18.1,9.8,15.8,1017.0,56,0,18.1
23.7231,90.4086,33.9,9.8,15.8,1008.0,23,5,32.5
13.1,-59.6167,26.1,17.4,28.1,1012.0,74,75,28.1
53.9,27.5667,0.3,7.6,12.2,1021.0,100,100,-3.5
50.8333,4.3333,3.3,7.8,12.6,1033.0,100,50,0.1
17.25,-88.7667,19.8,2.2,3.6,1014.0,99,100,19.8
6.4833,2.6167,30.2,5.6,9.0,1011.0,79,50,34.2
27.4833,89.6,7.1,4.3,6.8,1011.0,70,84,5.8
-19.0431,-65.2592,12.6,2.2,3.6,1012.0,90,54,12.6
43.85,18.3833,6.1,2.2,3.6,1023.0,87,75,5.9
-24.6464,25.9119,23.1,10.5,16.9,1017.0,78,100,24.7
-2.0833,-58.1667,24.3,2.9,4.7,1009.0,87,31,26.5
4.8833,114.9333,28.0,6.3,10.1,1008.0,84,75,33.0
42.6833,23.3167,9.2,2.2,3.6,1023.0,81,100,9.4
12.3703,-1.5247,31.2,9.2,14.8,1012.0,15,0,29.0
-3.3761,29.36,31.3,2.2,3.6,1014.0,52,25,34.0
-24.3667,46.45,25.6,19.5,31.3,999.0,76,72,27.6
14.9315,-23.5125,20.2,15.7,25.2,1014.0,78,75,20.2
11.55,104.9167,34.4,6.7,10.8,1007.0,50,25,34.8
7.3167,13.5833,30.5,8.9,14.4,1012.0,14,0,28.3
45.4167,-75.7,-7.9,6.0,9.7,991.0,92,100,-12.7
4.3667,18.5833,32.1,2.2,3.6,1011.0,52,0,30.5
12.1131,15.0492,32.0,14.3,23.0,1011.0,15,0,29.8
-33.45,-70.6667,14.0,2.2,3.6,1013.0,94,25,14.7
39.9289,116.3883,14.3,2.2,3.6,1012.0,51,0,15.0
43.3167,24.7,5.6,3.8,6.1,1026.0,95,100,4.4
-11.7042,43.2403,28.2,15.0,24.1,1012.0,75,13,31.9
-4.2592,15.2847,29.3,2.2,3.6,1013.0,70,25,30.7
9.8,-84.1667,22.3,5.8,9.4,1015.0,57,0,24.7
45.8,16.0,8.4,7.6,12.2,1026.0,66,0,6.3
23.1319,-82.3642,17.2,3.6,5.8,1015.0,100,25,17.2
35.1667,33.3667,18.2,6.3,10.1,1021.0,52,50,18.2
50.0833,14.4667,3.3,5.8,9.4,1028.0,81,75,0.8
-4.3,15.3,29.3,2.2,3.6,1013.0,70,25,30.0
55.6667,12.5833,1.0,8.3,13.3,1030.0,86,75,-2.9
11.595,43.1481,27.4,10.5,16.9,1014.0,58,0,28.7
15.3,-61.4,25.1,14.8,23.8,1014.0,77,56,27.0
18.4667,-69.9,22.0,4.3,6.8,1014.0,94,50,24.6
-0.2167,-78.5,10.6,2.2,3.6,1015.0,94,61,10.6
30.05,31.25,18.1,6.7,10.8,1022.0,52,75,18.1
13.7086,-89.2031,23.3,3.1,5.0,1011.0,73,0,25.2
3.75,8.7833,28.2,6.5,10.4,1012.0,77,72,32.3
15.3333,38.9333,18.8,4.3,6.8,1015.0,56,86,18.8
59.4339,24.7281,1.1,6.0,9.7,1023.0,93,60,-1.9
-26.3167,31.1333,26.0,5.1,8.3,1015.0,65,25,27.1
9.0333,38.7,24.2,8.5,13.7,1026.0,27,25,23.3
-18.1333,178.4167,26.2,4.5,7.2,1010.0,94,75,29.5
60.1756,24.9342,1.3,6.5,10.4,1022.0,80,75,-1.9
48.8667,2.3333,4.3,9.8,15.8,1031.0,93,75,0.8
0.3833,9.45,29.4,6.7,10.8,1011.0,84,25,34.8
13.4531,-16.5775,22.1,11.9,19.1,1011.0,53,0,24.6
41.725,44.7908,2.1,5.4,8.6,1024.0,69,75,-0.5
52.5167,13.4,4.4,8.3,13.3,1030.0,87,75,1.3
5.55,-0.2167,29.2,7.2,11.5,1011.0,79,25,33.5
37.9795,23.7162,16.2,2.5,4.0,1024.0,63,50,16.2
12.05,-61.75,24.1,15.4,24.8,1012.0,83,25,26.0
14.6211,-90.5269,16.2,3.6,5.8,1021.0,88,25,16.2
9.5092,-13.7122,27.1,4.5,7.2,1010.0,79,25,29.0
11.85,-15.5833,22.0,6.7,10.8,1011.0,73,0,23.0
6.8,-58.1667,21.4,7.2,11.5,1011.0,100,25,21.4
18.5392,-72.335,18.9,3.4,5.4,1014.0,90,13,18.9
41.904,12.453,9.1,4.9,7.9,1020.0,93,75,8.0
14.1,-87.2167,19.4,3.8,6.1,1018.0,88,50,19.4
47.5,19.0833,9.2,4.3,6.8,1026.0,50,0,8.3
63.365,-20.2075,4.3,33.1,53.3,998.0,81,100,-2.5
28.6,77.2,26.3,4.3,6.8,1013.0,54,50,25.6
-6.2146,106.8451,31.2,9.8,15.8,1006.0,66,50,36.2
35.7261,51.3304,8.1,6.0,9.7,1015.0,16,25,6.4
33.3386,44.3939,16.3,4.0,6.5,1020.0,22,50,16.3
53.3331,-6.2489,7.0,5.6,9.0,1033.0,70,75,5.3
31.78,35.23,16.3,9.6,15.5,1021.0,68,50,16.3
41.9,12.4833,9.1,4.9,7.9,1020.0,93,75,8.0
17.9333,-76.85,25.0,3.1,5.0,1012.0,83,25,28.5
35.6895,139.6917,15.3,13.2,21.2,1017.0,77,25,15.3
31.95,35.9333,12.1,12.1,19.4,1021.0,50,50,10.1
51.1811,71.4278,-7.9,5.8,9.4,1028.0,79,0,-12.5
-1.2833,36.8167,28.1,9.4,15.1,1022.0,27,25,26.3
-0.8833,169.5333,26.7,16.6,26.6,1012.0,75,63,29.2
29.3667,47.96,17.1,4.5,7.2,1017.0,26,0,17.1
42.8731,74.6003,3.4,4.5,7.2,1025.0,66,11,1.5
-8.1826,114.3188,28.5,2.2,3.6,1007.0,72,79,32.3
56.95,24.1,2.2,5.6,9.0,1023.0,93,100,-0.4
33.8719,35.5097,17.2,13.2,21.2,1022.0,59,50,17.2
-29.3167,27.4833,23.1,11.6,18.7,1021.0,61,50,24.6
6.3106,-10.8047,28.3,6.5,10.4,1012.0,79,25,32.8
18.7833,100.7833,37.1,8.9,14.4,1006.0,37,25,35.8
47.1333,9.5167,5.4,2.2,3.6,1025.0,70,50,5.2
54.6833,25.3167,1.1,3.6,5.8,1020.0,93,100,-0.7
49.6117,6.13,3.0,11.2,18.0,1029.0,81,75,-1.2
-18.9167,47.5167,26.4,17.2,27.7,1015.0,65,37,28.0
-13.9833,33.7833,25.2,7.2,11.5,1018.0,69,50,27.1
3.1667,101.7,32.3,2.2,3.6,1007.0,63,25,40.2
6.8833,73.1,25.5,15.9,25.6,1009.0,86,100,28.2
12.65,-8.0,30.2,4.5,7.2,1013.0,18,0,28.0
35.8997,14.5147,17.3,18.1,29.2,1020.0,83,25,17.3
7.1,171.3833,26.8,15.7,25.2,1011.0,81,51,30.1
18.0864,-15.9753,19.6,8.5,13.7,1013.0,35,0,19.6
-20.1619,57.4989,32.3,15.4,24.8,1011.0,67,75,43.2
19.4285,-99.1277,16.2,3.4,5.4,1025.0,59,0,16.2
6.9167,158.15,29.1,21.3,34.2,1011.0,79,100,34.3
36.2625,46.59,-2.5,3.6,5.8,1019.0,58,100,-4.8
43.7333,7.4167,14.2,4.3,6.8,1019.0,51,0,14.1
47.9167,106.9167,-4.7,2.7,4.3,1017.0,63,25,-6.5
42.4411,19.2636,13.2,2.2,3.6,1023.0,82,50,13.8
34.0253,-6.8361,15.4,12.3,19.8,1013.0,77,75,15.4
-25.9653,32.5892,29.0,6.5,10.4,1012.0,62,50,30.8
16.7833,96.1667,36.3,6.7,10.8,1007.0,42,0,34.8
-22.5717,17.0822,26.7,6.3,10.1,1011.0,24,2,25.4
39.55,27.6167,8.4,4.7,7.6,1025.0,81,50,7.2
27.7167,85.3167,21.0,5.1,8.3,1016.0,33,75,21.0
52.374,4.8897,6.3,4.9,7.9,1034.0,75,75,4.7
-41.3,174.7833,19.2,19.9,32.0,1019.0,73,50,19.2
12.1508,-86.2683,23.4,11.0,17.6,1011.0,81,26,25.4
13.5167,2.1167,30.4,11.6,18.7,1012.0,12,0,28.2
9.1758,7.1808,31.0,5.6,9.0,1013.0,24,0,28.8
39.0194,125.7547,10.9,2.7,4.3,1017.0,49,84,11.0
42.0,21.4333,11.4,2.7,4.3,1023.0,76,75,11.6
59.9167,10.75,-2.6,2.2,3.6,1023.0,93,50,-3.7
23.6133,58.5933,26.3,8.1,13.0,1014.0,51,0,26.9
33.7,73.1667,19.8,4.9,7.9,1016.0,35,5,19.8
7.3575,134.5578,27.1,23.5,37.8,1009.0,79,100,29.4
-11.1833,-67.0833,21.9,2.2,3.6,1009.0,99,77,21.9
8.9667,-79.5333,24.2,5.6,9.0,1010.0,83,0,26.3
-9.4647,147.1925,27.2,2.9,4.7,1008.0,89,100,30.8
-23.4333,-61.3333,23.7,9.4,15.1,1008.0,84,26,25.8
-12.05,-77.05,22.6,4.3,6.8,1010.0,86,61,24.9
14.6042,120.9822,30.2,11.6,18.7,1010.0,59,75,33.5
52.25,21.0,3.2,6.7,10.8,1022.0,93,75,0.3
38.7167,-9.1333,11.3,5.1,8.3,1014.0,100,25,10.5
25.2867,51.5333,21.3,5.6,9.0,1016.0,38,0,21.3
44.4333,26.1,3.4,2.2,3.6,1025.0,100,100,2.9
55.7522,37.6156,2.3,6.0,9.7,1024.0,60,0,-0.5
-1.9536,30.0606,27.0,3.4,5.4,1019.0,45,50,26.0
17.3,-62.7167,26.0,23.0,37.1,1014.0,70,0,28.0
14.0,-61.0,26.2,17.7,28.4,1013.0,79,50,28.6
13.1333,-61.2167,25.9,20.1,32.4,1013.0,70,30,27.8
-13.8333,-171.7333,26.0,7.6,12.2,1012.0,84,50,28.1
43.9333,12.45,11.4,9.4,15.1,1022.0,87,75,9.6
51.25,3.6333,5.1,8.1,13.0,1033.0,75,100,2.2
24.6408,46.7728,19.2,15.0,24.1,1017.0,24,0,19.2
14.6708,-17.4381,21.4,15.9,25.6,1012.0,83,0,21.4
44.804,20.4651,7.0,4.5,7.2,1026.0,93,75,5.7
-4.6167,55.45,30.1,3.1,5.0,1011.0,75,50,35.7
8.49,-13.2342,26.9,5.1,8.3,1012.0,58,7,28.1
1.2931,103.8558,30.3,12.3,19.8,1007.0,70,75,36.9
48.15,17.1167,8.1,8.7,14.0,1027.0,61,25,5.7
46.0553,14.5144,5.2,2.9,4.7,1026.0,87,75,4.4
-9.4333,159.95,28.4,2.2,3.6,1010.0,89,75,34.1
2.0667,45.3667,30.1,18.3,29.5,1010.0,75,0,34.4
-25.7469,28.188,26.2,8.7,14.0,1012.0,51,76,26.9
37.5664,126.9997,8.2,2.2,3.6,1017.0,81,75,8.3
12.15,24.45,27.1,23.3,37.4,1014.0,16,0,25.3
40.4,-3.6833,8.3,7.2,11.5,1016.0,87,75,6.3
6.9319,79.8478,32.1,7.8,12.6,1008.0,67,75,46.2
15.5881,32.5342,27.8,21.9,35.3,1015.0,10,0,25.9
5.8333,-55.1667,20.1,5.6,9.0,1011.0,94,0,20.1
59.3333,18.05,-1.0,6.9,11.2,1024.0,100,100,-4.8
46.9167,7.4667,3.0,10.3,16.6,1023.0,75,100,-1.0
33.5,36.3,12.6,5.1,8.3,1018.0,44,78,12.1
38.56,68.7739,14.1,2.2,3.6,1017.0,28,0,14.8
-6.1833,35.75,29.4,5.8,9.4,1017.0,52,25,29.9
13.75,100.5167,34.2,11.2,18.0,1007.0,53,25,38.5
-8.5586,125.5736,27.2,2.2,3.6,1008.0,77,73,30.3
21.1333,104.7,32.8,2.9,4.7,1004.0,33,74,32.9
-21.1333,-175.2,26.1,10.1,16.2,1011.0,94,25,29.1
10.65,-61.5167,24.0,6.5,10.4,1012.0,83,25,26.3
36.8028,10.1797,18.3,5.4,8.6,1015.0,52,25,18.3
39.9272,32.8644,8.1,2.7,4.3,1023.0,53,25,7.8
37.95,58.3833,4.4,16.1,25.9,1022.0,60,100,-0.4
-8.5167,179.2167,29.1,8.1,13.0,1011.0,75,75,32.9
0.3156,32.5656,29.2,9.8,15.8,1016.0,66,25,28.4
50.4333,30.5167,0.1,10.1,16.2,1027.0,90,100,-4.6
24.4667,54.3667,23.4,10.7,17.3,1016.0,57,0,25.1
51.5171,-0.1062,1.4,3.4,5.4,1035.0,100,50,-0.2
48.0792,-123.0439,5.5,2.2,3.6,1015.0,100,0,5.3
-34.8581,-56.1708,22.0,11.9,19.1,1007.0,100,75,24.5
41.3167,69.25,11.4,2.5,4.0,1019.0,35,0,11.7
-17.7333,168.3167,26.2,5.1,8.3,1011.0,94,25,28.8
10.5,-66.9167,25.1,2.2,3.6,1011.0,69,0,27.4
21.0333,105.85,24.3,12.3,19.8,1008.0,78,100,25.7
15.3547,44.2067,23.0,8.1,13.0,1014.0,24,0,23.1
-15.4167,28.2833,18.8,6.5,10.4,1014.0,92,40,18.8
-17.8178,31.0447,24.4,5.8,9.4,1012.0,63,76,25.8
34.5167,69.1833,6.0,3.4,5.4,1015.0,43,100,5.1
41.3275,19.8189,11.3,3.1,5.0,1024.0,87,100,11.2
36.7631,3.0506,16.2,8.3,13.3,1017.0,82,75,16.2
42.5,1.5167,2.2,3.8,6.1,1023.0,90,76,0.4
-8.8383,13.2344,30.2,3.6,5.8,1010.0,62,75,35.9
17.1167,-61.85,25.2,20.6,33.1,1014.0,74,75,26.8
-34.5875,-58.6725,22.3,9.2,14.8,1014.0,94,0,24.7
40.1811,44.5136,3.1,2.2,3.6,1023.0,30,0,2.6
-35.2833,149.2167,17.3,9.6,15.5,1018.0,83,0,17.3
48.2,16.3667,6.1,8.7,14.0,1032.0,56,0,3.3
40.3953,49.8822,3.4,7.8,12.6,1027.0,65,75,0.2
25.0833,-77.35,19.1,2.2,3.6,1014.0,100,25,19.1
26.2361,50.5831,20.4,25.1,40.3,1019.0,43,0,20.4
23.7231,90.4086,34.8,11.0,17.6,1005.0,21,27,33.1
13.1,-59.6167,25.3,17.0,27.4,1012.0,79,50,27.0
53.9,27.5667,2.2,8.5,13.7,1021.0,87,100,-1.5
50.8333,4.3333,3.0,6.7,10.8,1035.0,87,0,0.1
17.25,-88.7667,19.1,2.2,3.6,1014.0,98,100,19.1
6.4833,2.6167,31.2,7.8,12.6,1010.0,75,50,35.6
27.4833,89.6,11.7,6.3,10.1,1005.0,44,84,10.7
-19.0431,-65.2592,12.7,3.6,5.8,1014.0,91,70,12.6
43.85,18.3833,4.3,4.9,7.9,1029.0,87,100,2.3
-24.6464,25.9119,27.9,10.7,17.3,1013.0,49,56,28.5
-2.0833,-58.1667,22.7,2.5,4.0,1010.0,94,53,25.1
4.8833,114.9333,28.4,4.5,7.2,1006.0,84,75,34.2
42.6833,23.3167,5.1,3.4,5.4,1025.0,93,100,4.1
12.3703,-1.5247,32.4,14.1,22.7,1011.0,15,0,30.2
-3.3761,29.36,28.5,5.6,9.0,1011.0,52,11,29.7
-24.3667,46.45,28.0,16.8,27.0,1005.0,65,100,30.3
14.9315,-23.5125,20.4,14.3,23.0,1014.0,68,50,20.4
11.55,104.9167,34.2,7.4,11.9,1006.0,50,25,35.0
7.3167,13.5833,31.4,11.4,18.4,1017.0,17,0,29.2
45.4167,-75.7,-20.0,9.6,15.5,1017.0,70,0,-29.2
4.3667,18.5833,33.4,2.2,3.6,1011.0,56,0,31.3
12.1131,15.0492,32.3,16.1,25.9,1011.0,14,0,30.1
-33.45,-70.6667,13.4,2.2,3.6,1014.0,94,25,14.0
39.9289,116.3883,9.2,2.2,3.6,1024.0,13,0,9.4
43.3167,24.7,5.1,10.5,16.9,1027.0,93,100,1.6
-11.7042,43.2403,27.1,10.1,16.2,1012.0,83,67,30.8
-4.2592,15.2847,28.4,6.0,9.7,1013.0,70,50,30.4
9.8,-84.1667,21.3,5.8,9.4,1015.0,69,0,21.3
45.8,16.0,7.4,6.7,10.8,1032.0,57,0,5.4
23.1319,-82.3642,16.2,7.2,11.5,1016.0,100,25,16.2
35.1667,33.3667,19.1,2.2,3.6,1023.0,52,25,19.1
50.0833,14.4667,4.2,4.9,7.9,1032.0,70,25,2.2
-4.3,15.3,28.4,5.8,9.4,1013.0,70,50,30.7
55.6667,12.5833,8.2,16.8,27.0,1028.0,71,0,4.5
11.595,43.1481,27.0,7.4,11.9,1013.0,57,0,28.2
15.3,-61.4,25.1,14.8,23.8,1014.0,76,75,27.1
18.4667,-69.9,22.3,2.2,3.6,1014.0,100,50,24.7
-0.2167,-78.5,10.7,2.2,3.6,1016.0,95,87,10.7
30.05,31.25,18.1,10.5,16.9,1022.0,52,75,18.1
13.7086,-89.2031,26.4,3.4,5.4,1011.0,79,50,29.1
3.75,8.7833,32.2,5.4,8.6,1010.0,75,25,41.9
15.3333,38.9333,18.9,3.1,5.0,1015.0,52,4,18.9
59.4339,24.7281,1.3,10.7,17.3,1014.0,86,100,-3.2
-26.3167,31.1333,24.1,5.8,9.4,1018.0,83,75,26.0
9.0333,38.7,23.1,10.5,16.9,1026.0,31,0,23.0
-18.1333,178.4167,24.1,7.4,11.9,1007.0,100,75,26.2
60.1756,24.9342,1.2,12.5,20.2,1012.0,86,75,-3.8
48.8667,2.3333,6.3,11.0,17.6,1033.0,70,0,3.0
0.3833,9.45,30.2,2.5,4.0,1010.0,75,25,35.6
13.4531,-16.5775,21.3,11.2,18.0,1011.0,78,0,21.3
41.725,44.7908,0.3,4.0,6.5,1025.0,74,75,-1.9
52.5167,13.4,3.0,10.1,16.2,1033.0,81,75,-0.9
5.55,-0.2167,29.3,9.4,15.1,1010.0,79,25,33.4
37.9795,23.7162,15.3,5.8,9.4,1023.0,77,50,15.3
12.05,-61.75,26.4,15.7,25.2,1012.0,79,50,28.4
14.6211,-90.5269,17.3,4.0,6.5,1022.0,88,75,17.3
9.5092,-13.7122,26.4,6.3,10.1,1010.0,84,25,28.3
11.85,-15.5833,23.0,6.7,10.8,1011.0,69,0,24.1
6.8,-58.1667,20.3,5.8,9.4,1011.0,100,25,20.3
18.5392,-72.335,19.7,2.5,4.0,1014.0,90,16,19.7
41.904,12.453,14.3,8.3,13.3,1021.0,72,0,13.4
14.1,-87.2167,20.4,4.0,6.5,1019.0,83,75,20.4
47.5,19.0833,7.4,3.1,5.0,1030.0,53,25,6.8
63.365,-20.2075,3.1,30.6,49.3,995.0,70,75,-3.9
28.6,77.2,28.8,10.3,16.6,1009.0,8,0,26.7
-6.2146,106.8451,30.3,8.5,13.7,1005.0,75,50,33.6
35.7261,51.3304,6.2,13.2,21.2,1016.0,22,25,2.4
33.3386,44.3939,18.3,9.4,15.1,1023.0,24,0,18.3
53.3331,-6.2489,9.2,4.0,6.5,1033.0,76,75,8.4
31.78,35.23,20.1,2.7,4.3,1023.0,40,0,20.1
41.9,12.4833,14.3,7.8,12.6,1021.0,72,0,13.5
17.9333,-76.85,26.1,2.7,4.3,1013.0,70,25,30.7
35.6895,139.6917,14.2,2.7,4.3,1011.0,77,0,14.7
31.95,35.9333,14.2,4.5,7.2,1025.0,38,0,14.1
51.1811,71.4278,-7.9,3.6,5.8,1025.0,73,0,-11.0
-1.2833,36.8167,26.2,13.4,21.6,1023.0,42,50,25.2
-0.8833,169.5333,26.6,14.8,23.8,1012.0,77,71,29.2
29.3667,47.96,20.7,13.9,22.3,1020.0,21,0,20.7
42.8731,74.6003,7.2,4.0,6.5,1017.0,53,11,6.1
-8.1826,114.3188,28.4,2.2,3.6,1007.0,75,73,32.3
56.95,24.1,2.2,7.8,12.6,1018.0,87,100,-1.3
33.8719,35.5097,18.2,4.9,7.9,1025.0,45,0,18.2
-29.3167,27.4833,18.7,3.4,5.4,1017.0,68,78,18.7
6.3106,-10.8047,26.2,8.1,13.0,1011.0,84,50,29.0
18.7833,100.7833,38.2,7.8,12.6,1005.0,26,25,37.3
47.1333,9.5167,3.3,2.2,3.6,1030.0,81,50,2.8
54.6833,25.3167,0.0,11.0,17.6,1021.0,93,100,-4.9
49.6117,6.13,3.2,11.0,17.6,1033.0,75,0,-0.9
-18.9167,47.5167,27.2,11.6,18.7,1016.0,51,25,28.2
-13.9833,33.7833,26.0,2.2,3.6,1019.0,65,75,28.4
3.1667,101.7,31.2,4.7,7.6,1005.0,71,25,37.1
6.8833,73.1,26.3,12.5,20.2,1006.0,85,74,29.6
12.65,-8.0,30.2,9.8,15.8,1012.0,21,0,28.0
35.8997,14.5147,16.2,12.8,20.5,1017.0,88,25,16.2
7.1,171.3833,28.1,16.1,25.9,1010.0,84,100,32.5
18.0864,-15.9753,18.8,13.0,20.9,1012.0,73,12,18.8
-20.1619,57.4989,31.3,9.6,15.5,1012.0,71,50,37.6
19.4285,-99.1277,16.3,2.2,3.6,1026.0,45,0,16.3
6.9167,158.15,25.0,20.4,32.8,1012.0,89,100,26.5
36.2625,46.59,-4.4,2.2,3.6,1024.0,56,8,-5.5
43.7333,7.4167,15.1,8.1,13.0,1023.0,59,0,15.1
47.9167,106.9167,-1.6,5.8,9.4,1023.0,46,75,-5.0
42.4411,19.2636,11.1,6.3,10.1,1025.0,66,100,9.9
34.0253,-6.8361,15.3,2.2,3.6,1012.0,77,50,15.3
-25.9653,32.5892,30.3,9.8,15.8,1014.0,62,50,33.0
16.7833,96.1667,36.1,4.7,7.6,1006.0,53,0,34.5
-22.5717,17.0822,27.9,8.3,13.3,1010.0,31,6,27.0
39.55,27.6167,9.2,2.2,3.6,1024.0,71,0,9.4
27.7167,85.3167,24.3,6.0,9.7,1010.0,27,25,23.3
52.374,4.8897,7.1,2.2,3.6,1036.0,81,0,7.0
-41.3,174.7833,20.2,21.3,34.2,1016.0,83,100,20.2
12.1508,-86.2683,23.3,7.6,12.2,1011.0,89,25,25.4
13.5167,2.1167,32.2,16.6,26.6,1012.0,12,0,30.0
9.1758,7.1808,31.4,4.5,7.2,1012.0,38,0,29.2
39.0194,125.7547,4.2,13.9,22.3,1018.0,68,79,-0.2
42.0,21.4333,8.1,4.3,6.8,1026.0,87,100,7.1
59.9167,10.75,4.2,6.5,10.4,1016.0,70,0,1.6
23.6133,58.5933,26.3,10.7,17.3,1013.0,51,0,27.3
33.7,73.1667,21.1,2.2,3.6,1012.0,24,0,21.1
7.3575,134.5578,27.3,16.3,26.3,1008.0,89,75,31.4
-11.1833,-67.0833,22.0,2.2,3.6,1010.0,89,88,22.0
8.9667,-79.5333,25.4,5.4,8.6,1010.0,83,0,28.5
-9.4647,147.1925,28.2,7.2,11.5,1007.0,79,50,34.1
-23.4333,-61.3333,25.9,7.2,11.5,1009.0,68,16,27.5
-12.05,-77.05,22.9,6.3,10.1,1010.0,82,73,25.0
14.6042,120.9822,31.2,13.2,21.2,1009.0,66,25,36.8
52.25,21.0,1.2,9.4,15.1,1028.0,93,75,-3.0
38.7167,-9.1333,9.2,14.3,23.0,1015.0,93,75,6.1
25.2867,51.5333,22.1,23.5,37.8,1018.0,35,0,23.1
44.4333,26.1,6.2,2.9,4.7,1025.0,93,25,5.6
55.7522,37.6156,0.3,4.9,7.9,1018.0,86,75,-2.4
-1.9536,30.0606,20.3,4.7,7.6,1019.0,94,75,20.3
17.3,-62.7167,25.2,22.1,35.6,1014.0,79,0,26.8
14.0,-61.0,24.1,14.3,23.0,1013.0,89,50,25.8
13.1333,-61.2167,26.2,19.2,31.0,1013.0,66,6,27.9
-13.8333,-171.7333,26.1,16.8,27.0,1011.0,84,50,28.6
43.9333,12.45,12.3,14.1,22.7,1028.0,71,75,10.1
51.25,3.6333,4.0,5.1,8.3,1036.0,87,0,1.9
24.6408,46.7728,19.2,13.9,22.3,1022.0,15,0,19.2
14.6708,-17.4381,21.1,15.9,25.6,1012.0,78,0,21.1
44.804,20.4651,7.3,10.3,16.6,1030.0,66,50,4.4
-4.6167,55.45,31.1,4.9,7.9,1009.0,66,25,37.4
8.49,-13.2342,27.1,3.8,6.1,1009.0,79,50,28.1
1.2931,103.8558,30.3,9.8,15.8,1006.0,66,75,35.9
48.15,17.1167,6.2,10.5,16.9,1032.0,61,25,3.0
46.0553,14.5144,4.2,5.1,8.3,1031.0,81,75,2.1
-9.4333,159.95,26.3,2.2,3.6,1011.0,83,85,29.4
2.0667,45.3667,30.3,16.1,25.9,1010.0,70,0,34.5
-25.7469,28.188,21.0,8.1,13.0,1022.0,83,0,21.0
37.5664,126.9997,7.2,13.2,21.2,1016.0,100,100,3.7
12.15,24.45,29.9,23.7,38.2,1013.0,10,0,27.7
40.4,-3.6833,3.2,12.1,19.4,1020.0,87,100,-1.1
6.9319,79.8478,30.4,10.3,16.6,1007.0,79,50,37.6
15.5881,32.5342,30.0,15.7,25.2,1013.0,16,0,27.8
5.8333,-55.1667,22.3,5.4,8.6,1010.0,100,25,24.7
59.3333,18.05,4.1,12.5,20.2,1015.0,75,0,-0.1
46.9167,7.4667,4.2,7.8,12.6,1028.0,65,75,1.2
33.5,36.3,13.7,4.3,6.8,1021.0,38,6,13.6
38.56,68.7739,10.3,4.5,7.2,1010.0,54,75,9.5
-6.1833,35.75,28.4,8.1,13.0,1018.0,51,25,28.4
13.75,100.5167,35.1,9.6,15.5,1006.0,50,25,40.6
